,sentences,words,word_meanings,predict_meaning,trues,second_trues
116,”子曰：“于止，知【其】所止，可以人而不如鸟乎？”《诗》云：“穆穆文王，于缉熙敬止！”为人君，止于仁；为人臣，止于敬；为人子，止于孝；为人父，止于慈；与国人交，止于信,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。,1,0
117,”子曰：“于止，知其所止，可以【人】而不如鸟乎？”《诗》云：“穆穆文王，于缉熙敬止！”为人君，止于仁；为人臣，止于敬；为人子，止于孝；为人父，止于慈；与国人交，止于信,人,"1、<名>人类
<例句：夫天者，人之始也。>
2、<名>人民；众人
<例句：人之立志，顾不如蜀鄙之僧哉?>
<例句：非独贤者有是心也，人皆有之。>
3、<名>别人；他们
<例句：老吾老，以及人人之老。>
4、<名>人才；杰出的人物
<例句：子无谓秦无人，吾谋适不用也。>
5、<名>人品；人的品德操行
<例句：是其为人也，有粮者亦食，无粮者亦食。>
",<名>人类[<名>人类],0,1
118,”子曰：“于止，知其所止，可以人而不如【鸟】乎？”《诗》云：“穆穆文王，于缉熙敬止！”为人君，止于仁；为人臣，止于敬；为人子，止于孝；为人父，止于慈；与国人交，止于信,鸟,"1、<名>飞禽的总称
<例句：鸟，长尼禽总禽也。>
<例句：好鸟相鸣，嘤嘤成韵>
2、<名>古指南方朱鸟七宿星名
<例句：日中星鸟。>
",<名>飞禽的总称[<名>飞禽的总称],0,1
119,”子曰：“于止，知其所止，可以人而不如鸟乎？”《【诗】》云：“穆穆文王，于缉熙敬止！”为人君，止于仁；为人臣，止于敬；为人子，止于孝；为人父，止于慈；与国人交，止于信,诗,"1、<名>一种文学体裁；诗歌
<例句：时人伤之，为诗云尔。>
2、<名>指《诗经》
<例句：诗云：‘他人有心，予忖度之。’>
",<名>指《诗经》[<名>指《诗经》],0,1
120,”子曰：“于止，知其所止，可以人而不如鸟乎？”《诗》云：“穆穆文王，【于】缉熙敬止！”为人君，止于仁；为人臣，止于敬；为人子，止于孝；为人父，止于慈；与国人交，止于信,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。[放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。],0,1
121,”子曰：“于止，知其所止，可以人而不如鸟乎？”《诗》云：“穆穆文王，于缉熙【敬】止！”为人君，止于仁；为人臣，止于敬；为人子，止于孝；为人父，止于慈；与国人交，止于信,敬,"1、<形>严肃；慎重
<例句：君子敬而无失，与人恭而有礼。>
2、<动>严肃慎重地对待
<例句：忧懈台则思慎始而敬终。>
3、<动>尊敬；敬重
<例句：北虽貌敬，实则愤怒。>
4、<名>敬意
<例句：严大国之威以修敬也。>
5、<形>恭敬
<例句：公子使客斩其仇头，敬进如姬。>
",<动>严肃慎重地对待,1,0
122,”子曰：“于止，知其所止，可以人而不如鸟乎？”《诗》云：“穆穆文王，于缉熙敬止！”为人君，止于【仁】；为人臣，止于敬；为人子，止于孝；为人父，止于慈；与国人交，止于信,仁,"1、<形>仁爱；仁慈
<例句：仁以为己住，不亦重乎？>
2、<名>仁道；仁政
<例句：今王发政施仁。>
3、<名>果仁；果核中受外壳保护的部分
<例句：邺中朝士有单服杏仁枸杞黄精木车前，得益者甚多。>
",<名>仁道；仁政[<名>仁道；仁政],0,1
123,”子曰：“于止，知其所止，可以人而不如鸟乎？”《诗》云：“穆穆文王，于缉熙敬止！”为人君，止于仁；为人臣，止于【敬】；为人子，止于孝；为人父，止于慈；与国人交，止于信,敬,"1、<形>严肃；慎重
<例句：君子敬而无失，与人恭而有礼。>
2、<动>严肃慎重地对待
<例句：忧懈台则思慎始而敬终。>
3、<动>尊敬；敬重
<例句：北虽貌敬，实则愤怒。>
4、<名>敬意
<例句：严大国之威以修敬也。>
5、<形>恭敬
<例句：公子使客斩其仇头，敬进如姬。>
",<动>尊敬；敬重[<动>尊敬；敬重],0,1
124,子【曰】：“听讼，吾犹人也,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",<动>说,1,0
125,子曰：“听讼，吾【犹】人也,犹,"1、<名>一种猿类动物
<例句：山多犹猢，似猴而短足，好游岩树。>
2、<动>如同；好像
<例句：孤之有孔明，犹鱼之有水也。>
3、<副>仍然；还是
<例句：然志犹未已，君谓计将安出？>
4、<副>尚且
<例句：田横，齐之壮士耳，犹守义不辱，况刘豫州王室之胄。>
",<动>如同；好像[<动>如同；好像],0,1
126,必【也】使无讼乎！”无情者不得尽其辞,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",表示肯定语气的。[表示肯定语气的。],0,1
127,必也使【无】讼乎！”无情者不得尽其辞,无,"1、<动>没有
<例句：黔无驴，有好事者船载以入。>
2、<副>不；别
<例句：硕鼠硕鼠，无食我麦。>
3、<连>不论；无论
<例句：是故无贵无贱，无长无少，道之所存师之所存也。>
4、<形>贫穷；无资财
<例句：礼生于有而废于无。>
",<动>没有,1,0
128,大畏【民】志，此谓知本”,民,"1、<名>古指奴隶，泛指庶民百姓
<例句：古者有四民：有士民，有商民，有农民，有工民。>
2、<名>人
<例句：上古之世，……民食果蓏蜯蛤，腥臊恶臭而伤腹胃，民多疾病。>
",<名>古指奴隶，泛指庶民百姓[<名>古指奴隶，泛指庶民百姓],0,1
129,所谓修身【在】正其心者，身有所忿懥，则不得其正，有所恐惧，则不得其正，有所好乐，则不得其正，有所忧患，则不得其正,在,"1、<动>存在
<例句：强秦之所以不敢加兵于赵者，徒以吾两人在也。>
2、<动>居于；处于
<例句：君之病在肠胃。>
<例句：以相如功大，拜为上卿，位在廉颇之右。>
3、<动>在于；取决于
<例句：驽马十驾，功在不会舍。>
4、<介>在
<例句：横柯上蔽，在昼犹昏。>
<例句：要留青白在人间。>
",<动>在于；取决于[<动>在于；取决于],0,1
130,所谓修身在正【其】心者，身有所忿懥，则不得其正，有所恐惧，则不得其正，有所好乐，则不得其正，有所忧患，则不得其正,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。,1,0
131,所谓修身在正其心者，身有所忿懥，【则】不得其正，有所恐惧，则不得其正，有所好乐，则不得其正，有所忧患，则不得其正,则,"1、表示承接关系。一般用来连接两个分句或紧缩复句中的前后两层意思，表示两件事情在时间上、事理上的紧密联系。可译为""就""""便""，或译为""原来是""""已经是""。
<例句：项王曰：""壮士！--赐之卮酒。""则与斗卮酒。>
<例句：故木受绳则直，金就砺则利。>
<例句：徐而察之，则山下皆石穴罅。>
<例句：子灿寐而醒，客则鼾睡炕上矣。>
2、表示假设关系。有的用在前一分句，引出假设的情况，相当于""假使""""如果""；有的用于后面的分句，表示假设或推断的结果，相当于""那么""""就""。
<例句：向吾不为斯役，则久已病矣。>
3、。可译为""就"",或不译。
<例句：位卑则足羞，官盛则近谀。>
<例句：入则孝，出则悌。>
4、表示转折、让步关系。表示意思有转折时，""则""字用在后一分句，可译为""可是""""却""；表示姑且承认一件事，预备下句转入正意时，""则""字用在前一分句。可译为""虽然""""倒是""。
<例句：于其身也，则耻师焉，惑矣。>
<例句：其室则迩，其人甚远。>
5、副词。用在判断句中，起强调和确认作用，可译作""是""""就是""。
<例句：此则岳阳楼之大观也。>
<例句：非死则徙尔。>
","表示承接关系。一般用来连接两个分句或紧缩复句中的前后两层意思，表示两件事情在时间上、事理上的紧密联系。可译为""就""""便""，或译为""原来是""""已经是""。",1,0
132,所谓修身在正其心者，身有所忿懥，则不得【其】正，有所恐惧，则不得其正，有所好乐，则不得其正，有所忧患，则不得其正,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。[。],0,1
133,所谓修身在正其心者，身有所忿懥，则不得其正，有所恐惧，【则】不得其正，有所好乐，则不得其正，有所忧患，则不得其正,则,"1、表示承接关系。一般用来连接两个分句或紧缩复句中的前后两层意思，表示两件事情在时间上、事理上的紧密联系。可译为""就""""便""，或译为""原来是""""已经是""。
<例句：项王曰：""壮士！--赐之卮酒。""则与斗卮酒。>
<例句：故木受绳则直，金就砺则利。>
<例句：徐而察之，则山下皆石穴罅。>
<例句：子灿寐而醒，客则鼾睡炕上矣。>
2、表示假设关系。有的用在前一分句，引出假设的情况，相当于""假使""""如果""；有的用于后面的分句，表示假设或推断的结果，相当于""那么""""就""。
<例句：向吾不为斯役，则久已病矣。>
3、。可译为""就"",或不译。
<例句：位卑则足羞，官盛则近谀。>
<例句：入则孝，出则悌。>
4、表示转折、让步关系。表示意思有转折时，""则""字用在后一分句，可译为""可是""""却""；表示姑且承认一件事，预备下句转入正意时，""则""字用在前一分句。可译为""虽然""""倒是""。
<例句：于其身也，则耻师焉，惑矣。>
<例句：其室则迩，其人甚远。>
5、副词。用在判断句中，起强调和确认作用，可译作""是""""就是""。
<例句：此则岳阳楼之大观也。>
<例句：非死则徙尔。>
","表示承接关系。一般用来连接两个分句或紧缩复句中的前后两层意思，表示两件事情在时间上、事理上的紧密联系。可译为""就""""便""，或译为""原来是""""已经是""。",1,0
