,sentences,words,meanings,labels
110,”子曰：“于止，知其所止，可以人而不如鸟乎？”《诗》云：“穆穆文王，于缉熙敬止！”为人君，止于仁；为人臣，止于敬；为人子，止【于】孝；为人父，止于慈；与国人交，止于信,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",0
111,”子曰：“于止，知其所止，可以人而不如鸟乎？”《诗》云：“穆穆文王，于缉熙敬止！”为人君，止于仁；为人臣，止于敬；为人子，止于【孝】；为人父，止于慈；与国人交，止于信,孝,"1、<形>对父母孝顺
<例句：其为子必孝。>
2、<名>服丧，多指为家中尊长服丧
<例句：我的小姐如何与别人带孝?>
<例句：孝廉>
",1 0
112,”子曰：“于止，知其所止，可以人而不如鸟乎？”《诗》云：“穆穆文王，于缉熙敬止！”为人君，止于仁；为人臣，止于敬；为人子，止于孝；为人父，【止】于慈；与国人交，止于信,止,"1、<名>脚
<例句：当斩左止者，笞五百。>
<例句：趾>
2、<动>停止
<例句：舟止，从其所契者入水求之。>
3、<动>住下
<例句：复从峡度栈以上，止文殊院。>
4、<动>留住
<例句：止子路宿，杀鸡为黍而食之。>
5、<动>阻止
<例句：河曲智叟笑而止之。>
6、<动>中止
<例句：臂如为山，未成一篑，止吾止也。>
7、<副>通“只”
<例句：技止此耳。>
<例句：若止印三二本，未为简易。>
8、<助>用于句未，表示感叹
<例句：既曰归止，曷又怀止。>
",0
113,”子曰：“于止，知其所止，可以人而不如鸟乎？”《诗》云：“穆穆文王，于缉熙敬止！”为人君，止于仁；为人臣，止于敬；为人子，止于孝；为人父，止【于】慈；与国人交，止于信,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",0
114,”子曰：“于止，知其所止，可以人而不如鸟乎？”《诗》云：“穆穆文王，于缉熙敬止！”为人君，止于仁；为人臣，止于敬；为人子，止于孝；为人父，止于慈；与国人交，【止】于信,止,"1、<名>脚
<例句：当斩左止者，笞五百。>
<例句：趾>
2、<动>停止
<例句：舟止，从其所契者入水求之。>
3、<动>住下
<例句：复从峡度栈以上，止文殊院。>
4、<动>留住
<例句：止子路宿，杀鸡为黍而食之。>
5、<动>阻止
<例句：河曲智叟笑而止之。>
6、<动>中止
<例句：臂如为山，未成一篑，止吾止也。>
7、<副>通“只”
<例句：技止此耳。>
<例句：若止印三二本，未为简易。>
8、<助>用于句未，表示感叹
<例句：既曰归止，曷又怀止。>
",0
115,”子曰：“于止，知其所止，可以人而不如鸟乎？”《诗》云：“穆穆文王，于缉熙敬止！”为人君，止于仁；为人臣，止于敬；为人子，止于孝；为人父，止于慈；与国人交，止【于】信,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",0
116,子曰：“听讼，吾犹【人】也,人,"1、<名>人类
<例句：夫天者，人之始也。>
2、<名>人民；众人
<例句：人之立志，顾不如蜀鄙之僧哉?>
<例句：非独贤者有是心也，人皆有之。>
3、<名>别人；他们
<例句：老吾老，以及人人之老。>
4、<名>人才；杰出的人物
<例句：子无谓秦无人，吾谋适不用也。>
5、<名>人品；人的品德操行
<例句：是其为人也，有粮者亦食，无粮者亦食。>
",0
117,必也使无讼乎！”【无】情者不得尽其辞,无,"1、<动>没有
<例句：黔无驴，有好事者船载以入。>
2、<副>不；别
<例句：硕鼠硕鼠，无食我麦。>
3、<连>不论；无论
<例句：是故无贵无贱，无长无少，道之所存师之所存也。>
4、<形>贫穷；无资财
<例句：礼生于有而废于无。>
",0
118,必也使无讼乎！”无情者【不】得尽其辞,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",0
119,大【畏】民志，此谓知本”,畏,"1、<动>害怕；恐惧
<例句：忧谗畏讥，满目萧然。>
2、<动>敬服
<例句：人人自以为必死，然畏愬，莫不敢违。>
3、<动>吓唬；使害怕
<例句：前杀昭平，反来畏我。>
4、<动>因害怕而自杀
<例句：死而不吊者三：畏、厌、溺。>
",1 0
120,所谓修身在【正】其心者，身有所忿懥，则不得其正，有所恐惧，则不得其正，有所好乐，则不得其正，有所忧患，则不得其正,正,"1、<形>不偏；不斜
<例句：惧谗邪，则思正身以黜恶。>
2、<形>正常；正当
<例句：今天时顺正，死者尚稀。>
3、<名>规律；道理
<例句：遂乃研核阴阳，妙尽璇机之正。>
4、<形>公正；正直
<例句：邪曲之害公也，方正之不容也。>
5、<形>作为主体的，与“副”相对
<例句：而十四司正副郎好事者。>
6、<副>恰好；正好
<例句：便利此月内，六合正相应。>
7、<副>表示状态的持续、动作的进行
<例句：可怜身上衣正单。>
8、<名>正月，阴历每年的第一个月
<例句：正月繁霜，我心忧伤。>
9、<形>不偏；不斜
<例句：惧谗邪，则思正身以黜恶。>
10、<形>正常；正当
<例句：今天时顺正，死者尚稀。>
11、<名>规律；道理
<例句：遂乃研核阴阳，妙尽璇机之正。>
12、<形>公正；正直
<例句：邪曲之害公也，方正之不容也。>
13、<形>作为主体的，与“副”相对
<例句：而十四司正副郎好事者。>
14、<副>恰好；正好
<例句：便利此月内，六合正相应。>
15、<副>表示状态的持续、动作的进行
<例句：可怜身上衣正单。>
16、<名>正月，阴历每年的第一个月
<例句：正月繁霜，我心忧伤。>
",1 0
121,所谓修身在正其心者，身有所忿懥，则【不】得其正，有所恐惧，则不得其正，有所好乐，则不得其正，有所忧患，则不得其正,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",0
122,所谓修身在正其心者，身有所忿懥，则不得其【正】，有所恐惧，则不得其正，有所好乐，则不得其正，有所忧患，则不得其正,正,"1、<形>不偏；不斜
<例句：惧谗邪，则思正身以黜恶。>
2、<形>正常；正当
<例句：今天时顺正，死者尚稀。>
3、<名>规律；道理
<例句：遂乃研核阴阳，妙尽璇机之正。>
4、<形>公正；正直
<例句：邪曲之害公也，方正之不容也。>
5、<形>作为主体的，与“副”相对
<例句：而十四司正副郎好事者。>
6、<副>恰好；正好
<例句：便利此月内，六合正相应。>
7、<副>表示状态的持续、动作的进行
<例句：可怜身上衣正单。>
8、<名>正月，阴历每年的第一个月
<例句：正月繁霜，我心忧伤。>
9、<形>不偏；不斜
<例句：惧谗邪，则思正身以黜恶。>
10、<形>正常；正当
<例句：今天时顺正，死者尚稀。>
11、<名>规律；道理
<例句：遂乃研核阴阳，妙尽璇机之正。>
12、<形>公正；正直
<例句：邪曲之害公也，方正之不容也。>
13、<形>作为主体的，与“副”相对
<例句：而十四司正副郎好事者。>
14、<副>恰好；正好
<例句：便利此月内，六合正相应。>
15、<副>表示状态的持续、动作的进行
<例句：可怜身上衣正单。>
16、<名>正月，阴历每年的第一个月
<例句：正月繁霜，我心忧伤。>
",1 0
123,所谓修身在正其心者，身有所忿懥，则不得其正，有所恐惧，则【不】得其正，有所好乐，则不得其正，有所忧患，则不得其正,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",0
124,所谓修身在正其心者，身有所忿懥，则不得其正，有所恐惧，则不得其【正】，有所好乐，则不得其正，有所忧患，则不得其正,正,"1、<形>不偏；不斜
<例句：惧谗邪，则思正身以黜恶。>
2、<形>正常；正当
<例句：今天时顺正，死者尚稀。>
3、<名>规律；道理
<例句：遂乃研核阴阳，妙尽璇机之正。>
4、<形>公正；正直
<例句：邪曲之害公也，方正之不容也。>
5、<形>作为主体的，与“副”相对
<例句：而十四司正副郎好事者。>
6、<副>恰好；正好
<例句：便利此月内，六合正相应。>
7、<副>表示状态的持续、动作的进行
<例句：可怜身上衣正单。>
8、<名>正月，阴历每年的第一个月
<例句：正月繁霜，我心忧伤。>
9、<形>不偏；不斜
<例句：惧谗邪，则思正身以黜恶。>
10、<形>正常；正当
<例句：今天时顺正，死者尚稀。>
11、<名>规律；道理
<例句：遂乃研核阴阳，妙尽璇机之正。>
12、<形>公正；正直
<例句：邪曲之害公也，方正之不容也。>
13、<形>作为主体的，与“副”相对
<例句：而十四司正副郎好事者。>
14、<副>恰好；正好
<例句：便利此月内，六合正相应。>
15、<副>表示状态的持续、动作的进行
<例句：可怜身上衣正单。>
16、<名>正月，阴历每年的第一个月
<例句：正月繁霜，我心忧伤。>
",1 0
125,所谓修身在正其心者，身有所忿懥，则不得其正，有所恐惧，则不得其正，有所好乐，则【不】得其正，有所忧患，则不得其正,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",0
126,所谓修身在正其心者，身有所忿懥，则不得其正，有所恐惧，则不得其正，有所好乐，则不得其【正】，有所忧患，则不得其正,正,"1、<形>不偏；不斜
<例句：惧谗邪，则思正身以黜恶。>
2、<形>正常；正当
<例句：今天时顺正，死者尚稀。>
3、<名>规律；道理
<例句：遂乃研核阴阳，妙尽璇机之正。>
4、<形>公正；正直
<例句：邪曲之害公也，方正之不容也。>
5、<形>作为主体的，与“副”相对
<例句：而十四司正副郎好事者。>
6、<副>恰好；正好
<例句：便利此月内，六合正相应。>
7、<副>表示状态的持续、动作的进行
<例句：可怜身上衣正单。>
8、<名>正月，阴历每年的第一个月
<例句：正月繁霜，我心忧伤。>
9、<形>不偏；不斜
<例句：惧谗邪，则思正身以黜恶。>
10、<形>正常；正当
<例句：今天时顺正，死者尚稀。>
11、<名>规律；道理
<例句：遂乃研核阴阳，妙尽璇机之正。>
12、<形>公正；正直
<例句：邪曲之害公也，方正之不容也。>
13、<形>作为主体的，与“副”相对
<例句：而十四司正副郎好事者。>
14、<副>恰好；正好
<例句：便利此月内，六合正相应。>
15、<副>表示状态的持续、动作的进行
<例句：可怜身上衣正单。>
16、<名>正月，阴历每年的第一个月
<例句：正月繁霜，我心忧伤。>
",
