句子,字,释义,例子,正确选项（填序号）：,,
子曰：“南方之强与？北方之强与？抑而【强】与？宽柔以教，不报无道，南方之强也，君子居之,强,1、<形>(弓弩)硬而有力,<例句：强弩之末势不能穿鲁缟。>,0,,
,,2、<形>泛指强健有力,<例句：蚓无爪牙之利，筋骨之强。>,,,
,,3、<形>强大；强盛,<例句：外无期功强近之亲，内无应门五尺之僮。>,,,
,,4、<动>加强；增强,<例句：强公室，杜私门。>,,,
,,5、<形>强悍；强横,<例句：周处年少时，凶强侠气，为乡里所患。>,,,
,,6、<动>胜过；比……强,<例句：宣宗收燕、赵，复河、隍，力强于宪、武矣。>,,,
,,7、<形>馀；有馀,<例句：策勋十二转，赏赐百千强。>,,,
,,8、<动>强迫,<例句：少年固强之。>,,,
,,9、<副>强行,<例句：秦王度之，终不可强夺。>,,,
,,10、<副>勉强,<例句：非夫人之物而强假焉，必虑人逼取。>,,,
,,11、<副>竭力；尽力,<例句：太后不肯，大臣强谏。>,,,
,,12、<形>固执；强硬不屈,<例句：唯北狄野心，掘强沙塞之间。>,,,
,,13、<形>(弓弩)硬而有力,<例句：强弩之末势不能穿鲁缟。>,,,
,,14、<形>泛指强健有力,<例句：蚓无爪牙之利，筋骨之强。>,,,
,,15、<形>强大；强盛,<例句：外无期功强近之亲，内无应门五尺之僮。>,,,
,,16、<动>加强；增强,<例句：强公室，杜私门。>,,,
,,17、<形>强悍；强横,<例句：周处年少时，凶强侠气，为乡里所患。>,,,
,,18、<动>胜过；比……强,<例句：宣宗收燕、赵，复河、隍，力强于宪、武矣。>,,,
,,19、<形>馀；有馀,<例句：策勋十二转，赏赐百千强。>,,,
,,20、<动>强迫,<例句：少年固强之。>,,,
,,21、<副>强行,<例句：秦王度之，终不可强夺。>,,,
,,22、<副>勉强,<例句：非夫人之物而强假焉，必虑人逼取。>,,,
,,23、<副>竭力；尽力,<例句：太后不肯，大臣强谏。>,,,
,,24、<形>固执；强硬不屈,<例句：唯北狄野心，掘强沙塞之间。>,,,
,,25、<形>(弓弩)硬而有力,<例句：强弩之末势不能穿鲁缟。>,,,
,,26、<形>泛指强健有力,<例句：蚓无爪牙之利，筋骨之强。>,,,
,,27、<形>强大；强盛,<例句：外无期功强近之亲，内无应门五尺之僮。>,,,
,,28、<动>加强；增强,<例句：强公室，杜私门。>,,,
,,29、<形>强悍；强横,<例句：周处年少时，凶强侠气，为乡里所患。>,,,
,,30、<动>胜过；比……强,<例句：宣宗收燕、赵，复河、隍，力强于宪、武矣。>,,,
,,31、<形>馀；有馀,<例句：策勋十二转，赏赐百千强。>,,,
,,32、<动>强迫,<例句：少年固强之。>,,,
,,33、<副>强行,<例句：秦王度之，终不可强夺。>,,,
,,34、<副>勉强,<例句：非夫人之物而强假焉，必虑人逼取。>,,,
,,35、<副>竭力；尽力,<例句：太后不肯，大臣强谏。>,,,
,,36、<形>固执；强硬不屈,<例句：唯北狄野心，掘强沙塞之间。>,,,
子曰：“南方之强与？北方之强与？抑而强【与】？宽柔以教，不报无道，南方之强也，君子居之,与,1、作连词。相当于"和"、"跟"、"同"。,<例句：蜩与学鸠笑之。>,0,,
,,2、助感叹语气，可译为"啊"。,<例句：其可怪也欤！>,,,
,,3、"孰与"连用，用来比较两个人的高下、优劣或两件事的得失、好坏。又可分为两类。一类是句中提出比较的内容，可译为"与……相比，谁……"。,<例句：吾孰与徐公美？>,,,
,,4、一类是句中没有提出比较的内容，可译为"与……比较起来怎么样。",<例句：公之视廉将军孰与奉之？>,,,
子曰：“南方之强与？北方之强与？抑而强与？【宽】柔以教，不报无道，南方之强也，君子居之,宽,1、<形>宽阔；宽广,<例句：云水洞庭宽。>,0,,
,,2、<动>放宽；放松,<例句：惟极贫无依，则械系不稍宽。>,,,
,,3、<动>宽容；宽恕,<例句：鄙贱之人，不知将军宽之至此。>,,,
,,,<例句：此四君者，皆明智而忠信，宽厚而爱人。>,,,
,,4、<形>宽裕；宽绰,<例句：以二人居屋十间，食田一顷，宽然有余矣。>,,,
,,5、<动>宽松松缓,<例句：衣带渐宽终不悔，为伊消得人憔悴。>,,,
子曰：“南方之强与？北方之强与？抑而强与？宽【柔】以教，不报无道，南方之强也，君子居之,柔,1、<形>草木始生；稚嫩,<例句：遵彼微行，爰求柔桑。>,2,,
,,2、<形>柔软；柔弱,<例句：吾理天下，亦欲以柔道行。>,,,
,,3、<形>和；顺,<例句：然则柔风甘雨乃至，百姓乃寿。>,,,
,,4、<动>安抚,<例句：宽惠柔民，弗若也。>,,,
子曰：“南方之强与？北方之强与？抑而强与？宽柔【以】教，不报无道，南方之强也，君子居之,以,1、……身份"等。,<例句：以故法为其国与此同。>,8,,
,,,<例句：愿以十五城请易璧。>,,,
,,,<例句：乃入见。问："何以战？">,,,
,,,<例句：余船以次俱进。>,,,
,,,<例句：是时以大中丞抚吴者为魏之私人……>,,,
,,2、起提宾作用，"把"。,<例句：秦亦不以城予赵，赵亦终不予秦璧。>,,,
,,3、表示动作、行为产生的原因，可译为"因""由于"。,<例句：且以一璧之故逆强秦之欢，不可。>,,,
,,,<例句：时操军兼以饥疫，死者大半。>,,,
,,4、引进动作、行为发生的时间和处所，用法同"于"。可译为"在""从"。,<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>,,,
,,,<例句：今以长沙豫章往，水道多绝，难行。>,,,
,,5、表示动作、行为的对象，用法同"与"，可译为"和""跟"，有时可译为"率领"。,<例句：天下有变，王割汉中以楚和。>,,,
,,,<例句：（公子）欲以客往赴秦军，与赵俱死。>,,,
,,6、，可译为''而""又""而且""并且"等，或者省去。,<例句：夫夷以近，则游者众……>,,,
,,7、表示承接关系，"以"前的动作行为，往往是后一动作行为的手段或方式。可译为"而"或省去。,<例句：余与四人拥火以入。>,,,
,,8、表示目的关系，"以"后的动作行为，往往是前一动作行为的目的或结果。可译为"而""来""用来""以致"等。,<例句：作《师说》以贻之。>,,,
,,,<例句：敛赀财以送其行。>,,,
,,,<例句：不宜妄自菲薄……以塞忠谏之路也。>,,,
,,9、表示因果关系，常用在表原因的分句前，可译为''因为"。,<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>,,,
,,,<例句：古人……以其求思之深而无不在也。>,,,
,,10、复音虚词"以是""是以"，相当于"因此"，引出事理发展或推断的结果。,<例句：以是人多以书假余，余因得遍观群书。>,,,
,,,<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>,,,
,,,<例句：是以十九年而刀刃若新发于硎。>,,,
子曰：“南方之强与？北方之强与？抑而强与？宽柔以【教】，不报无道，南方之强也，君子居之,教,1、<名>教化；教育,<例句：是故学然后知不足，教然后知困。>,2,,
,,2、<动>教导；教诲,<例句：爱其子，择师而教之。>,,,
,,3、<动>指示；指点,<例句：得无教我猎虫所耶？>,,,
,,4、<动>教授；传授知识技能,<例句：十三教汝织，十四能裁衣。>,,,
,,5、<动>使；令；让,<例句：曲罢曾教善才服，妆成每被秋娘妒。>,,,
,,,<例句：但使龙城飞将在，不教胡马度阴山。>,,,
,,6、<名>教化；教育,<例句：是故学然后知不足，教然后知困。>,,,
,,7、<动>教导；教诲,<例句：爱其子，择师而教之。>,,,
,,8、<动>指示；指点,<例句：得无教我猎虫所耶？>,,,
,,9、<动>教授；传授知识技能,<例句：十三教汝织，十四能裁衣。>,,,
,,10、<动>使；令；让,<例句：曲罢曾教善才服，妆成每被秋娘妒。>,,,
,,,<例句：但使龙城飞将在，不教胡马度阴山。>,,,
子曰：“南方之强与？北方之强与？抑而强与？宽柔以教，【不】报无道，南方之强也，君子居之,不,"2、<副>没有,表存在的否定",<例句：今日出而从日中不决何也?>,3,,
,,"3、<副>不是,表否定判断",<例句：又何往而不金玉其外败絮其中也哉。>,,,
,,5、<助>在句末表询问,<例句：秦王以十五城请易寡人之璧可予不?>,,,
,,6、<副>用在句中表否定,<例句：不者若属皆为所虏。>,,,
,,,<例句：或师焉或不焉。>,,,
子曰：“南方之强与？北方之强与？抑而强与？宽柔以教，不【报】无道，南方之强也，君子居之,报,"1、<动>断狱,判决罪人",<例句：闻死刑之报君为流涕。>,3,,
,,2、<动>报恩;报答,<例句：尽节于陛下之日长报养刘之日短也。>,,,
,,3、<动>报仇;报怨,<例句：然则将军之仇报而燕国见陵之耻除矣。>,,,
,,4、<动>答复;回信,<例句：计未定求人可使报秦者。>,,,
,,,<例句：烦大巫妪为入报河伯。>,,,
,,"5、<动>到……去,前往",<例句：卿但暂还家吾今且报府。>,,,
子曰：“南方之强与？北方之强与？抑而强与？宽柔以教，不报【无】道，南方之强也，君子居之,无,1、<动>没有,<例句：黔无驴，有好事者船载以入。>,0,,
,,2、<副>不；别,<例句：硕鼠硕鼠，无食我麦。>,,,
,,3、<连>不论；无论,<例句：是故无贵无贱，无长无少，道之所存师之所存也。>,,,
,,4、<形>贫穷；无资财,<例句：礼生于有而废于无。>,,,
子曰：“南方之强与？北方之强与？抑而强与？宽柔以教，不报无道，【南】方之强也，君子居之,南,1、<名>方向，同“北”相反,<例句：南取汉中，西举巴蜀。>,1,,
,,2、<动>向南走,<例句：南之人不得北，北之人不得南。>,,,
,,3、<名>古代乐舞名称,<例句：以雅以南。>,,,
,,5、<名>方向，同“北”相反,<例句：南取汉中，西举巴蜀。>,,,
,,6、<动>向南走,<例句：南之人不得北，北之人不得南。>,,,
,,7、<名>古代乐舞名称,<例句：以雅以南。>,,,
子曰：“南方之强与？北方之强与？抑而强与？宽柔以教，不报无道，南【方】之强也，君子居之,方,"1、<名>两船相并,也指并排竹木做成的筏",<例句：就其深矣方之舟之。>,5,,
,,"2、<名>方形,与“圆”相对",<例句：形若土狗梅花翅方首长颈。>,,,
,,3、<形>正直,<例句：方正之不容也。>,,,
,,4、<名>方向;方位,<例句：不知东方之既白。>,,,
,,5、<名>区域;地方,<例句：有朋自远方来不亦乐乎。>,,,
,,6、<名>方圆;周围,<例句：方宅十余亩草屋八九间。>,,,
,,7、<动>比拟;相比,<例句：则三古以还年代方之犹瀼渴之水。>,,,
,,8、<名>方法;计策,<例句：以鲁肃为赞军校尉助画方略。>,,,
,,9、<道理;礼义>,<例句：比及三年可使有勇旦知方也。>,,,
,,,<例句：吾长见笑于大方之家。>,,,
,,10、<名>药方;单方,<例句：请了多少名医修方配药皆不见效。>,,,
,,11、<介>当;在,<例句：故方其盛也举天下之豪杰。>,,,
,,12、<副>才;刚刚,<例句：伐山取材方有人见之。>,,,
,,,<例句：庑下一生伏案卧文方成草。>,,,
,,13、<副>正;正在,<例句：秦王方还柱走卒惶急不知所为。>,,,
,,14、<副>将要;就要,<例句：吾方高驰而不欧。>,,,
,,15、<动>纵横;方圆,<例句：今齐之地方千里。>,,,
子曰：“南方之强与？北方之强与？抑而强与？宽柔以教，不报无道，南方【之】强也，君子居之,之,1、指示代词，表近指。可译为"这"，通常作复指性定语。,<例句：均之二策。>,2,,
,,2、之间，可译为"的"，有的可不译。,<例句：若能以吴、越之众与中国抗衡。>,,,
,,3、和补语之间，可译为"得"。,<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>,,,
,,4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，"之"用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。,<例句：师道之不传也久矣！欲人之无惑也难矣！>,,,
,,,<例句：悍吏之来吾乡，叫嚣乎东西。>,,,
,,,<例句：孤之有孔明，犹鱼之有水也。>,,,
,,5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。,<例句：顷之，烟炎张天。>,,,
,,,<例句：毛先生以三寸之舌，强于百万之师。>,,,
,,,<例句：久之，目似瞑，意暇甚>,,,
子曰：“南方之强与？北方之强与？抑而强与？宽柔以教，不报无道，南方之【强】也，君子居之,强,1、<形>(弓弩)硬而有力,<例句：强弩之末势不能穿鲁缟。>,0,,
,,2、<形>泛指强健有力,<例句：蚓无爪牙之利，筋骨之强。>,,,
,,3、<形>强大；强盛,<例句：外无期功强近之亲，内无应门五尺之僮。>,,,
,,4、<动>加强；增强,<例句：强公室，杜私门。>,,,
,,5、<形>强悍；强横,<例句：周处年少时，凶强侠气，为乡里所患。>,,,
,,6、<动>胜过；比……强,<例句：宣宗收燕、赵，复河、隍，力强于宪、武矣。>,,,
,,7、<形>馀；有馀,<例句：策勋十二转，赏赐百千强。>,,,
,,8、<动>强迫,<例句：少年固强之。>,,,
,,9、<副>强行,<例句：秦王度之，终不可强夺。>,,,
,,10、<副>勉强,<例句：非夫人之物而强假焉，必虑人逼取。>,,,
,,11、<副>竭力；尽力,<例句：太后不肯，大臣强谏。>,,,
,,12、<形>固执；强硬不屈,<例句：唯北狄野心，掘强沙塞之间。>,,,
,,13、<形>(弓弩)硬而有力,<例句：强弩之末势不能穿鲁缟。>,,,
,,14、<形>泛指强健有力,<例句：蚓无爪牙之利，筋骨之强。>,,,
,,15、<形>强大；强盛,<例句：外无期功强近之亲，内无应门五尺之僮。>,,,
,,16、<动>加强；增强,<例句：强公室，杜私门。>,,,
,,17、<形>强悍；强横,<例句：周处年少时，凶强侠气，为乡里所患。>,,,
,,18、<动>胜过；比……强,<例句：宣宗收燕、赵，复河、隍，力强于宪、武矣。>,,,
,,19、<形>馀；有馀,<例句：策勋十二转，赏赐百千强。>,,,
,,20、<动>强迫,<例句：少年固强之。>,,,
,,21、<副>强行,<例句：秦王度之，终不可强夺。>,,,
,,22、<副>勉强,<例句：非夫人之物而强假焉，必虑人逼取。>,,,
,,23、<副>竭力；尽力,<例句：太后不肯，大臣强谏。>,,,
,,24、<形>固执；强硬不屈,<例句：唯北狄野心，掘强沙塞之间。>,,,
,,25、<形>(弓弩)硬而有力,<例句：强弩之末势不能穿鲁缟。>,,,
