,words,words_meaning,sentences
1533,要,威胁,"['惟大辟无可要，然犹质其首。', '否则，三缢加别械，然后得死。唯大辟无可要，然犹质其首。用此，富者赂数十百金，贫亦罄衣装。', '君子曰：信不由中，质无益也。明恕而行，要之以礼，虽无有质，谁能间之。苟有明信，涧溪沼沚之毛，蘋蘩蕴藻之菜，筐筥錡釜之器，潢污行潦之水，可荐於鬼神，可羞於王公，而况君子结二国之信，行之以礼，又焉用质。', '，惟标辟无可要，然犹质其首。，', '，惟大辟无平日要，然犹质其首。，', '，惟大辟无可要，时犹质其首。，', '否则，三缢加别械，然后得死。唯粟米辟无可要，然犹质其首。用此，富者赂数十百金,贫亦罄衣装。', '否则，三缢加别械，然后得死。唯大辟无可要，然草堂质其首。用此，富者赂数十百金,贫亦罄衣装。', '君子曰：信不由中，质无益也。明恕而行，要之以黄旗，虽无有质，谁能间之。苟有明信,涧溪沼沚之毛,蘋蘩蕴藻之菜,筐筥錡釜之器,潢污行潦之水,可荐於鬼神,可羞於王公,而况君子结二国之信,行之以礼,又焉用质。', '君子曰：信不由中，质无益也。明恕而行，要之以先礼，虽无有质，谁能间之。苟有明信,涧溪沼沚之毛,蘋蘩蕴藻之菜,筐筥錡釜之器,潢污行潦之水,可荐於鬼神,可羞於王公,而况君子结二国之信,行之以礼,又焉用质。']"
1534,要,相约,"['虽与府吏要，渠会永无缘。', '今之少年，喜谤前辈，或能讥评孝章。孝章要为有天下大名，九牧之人，所共称叹。燕君市骏马之骨，非欲以骋道里，乃当以招绝足也。', '无良媒以接欢兮，托微波而通辞。愿诚素之先达，解玉佩而要之。嗟佳人之信修，羌习礼而明诗。', '，虽与皆府吏要，渠会永无缘。，', '，虽与府吏要，所以渠会永无缘。，', '，虽与府再吏要，渠会永无缘。，', '今之少年，喜谤前辈，或能讥评孝章。孝章要为有天下疑义，九牧之人，所共称叹。燕君市骏马之骨,非欲以骋道里,乃当以招绝足也。', '今之少年，喜谤前辈，或能讥评诚孝章。孝章要为有天下大名，九牧之人，所共称叹。燕君市骏马之骨,非欲以骋道里,乃当以招绝足也。', '今之少年，喜谤前辈，或能讥评孝章。孝章要为有天下何日大名，九牧之人，所共称叹。燕君市骏马之骨,非欲以骋道里,乃当以招绝足也。', '无良媒以接欢兮，托微波而通辞。愿诚素之先达，解岱祠而要之。嗟佳人之信修，羌习礼而明诗。，', '今之少年，喜谤前辈，或能讥评丰。孝章要为有天下大名，九牧之人，所共称叹。燕君市骏马之骨,非欲以骋道里,乃当以招绝足也。', '无良媒以接欢兮，托微波而通辞。愿诚素之先达，解玉佩而要之。嗟茶坊之信修，羌习礼而明诗。，']"
1535,要,人体的腰部，这个意义后来写作“腰”,"['量要而带之。', '，雾要而带之。，', '，霍然量要而带之。，']"
1536,要,中途拦截,"['豪民子闻难，鸠宗族僮奴百许人，欲要篡以归。', '豪民子闻难，鸠宗族僮奴百许涵，欲要篡以归。，', '豪民子闻难，鸠宗族僮奴百许特地人，欲要篡以归。，']"
1537,要,通“邀”,"['便要还家，设酒杀鸡作食。', '即欢合矣，或不能成子姓。能成子姓矣，或不能要终：岂非命也哉。孔子罕称命，盖难言之也。', '歌于斯，哭于斯，聚国族于斯。文子曰：武也，得歌于斯，哭于斯，聚国族于斯，是全要领以从先大夫于九京也北面再拜稽首。君子谓之善颂善祷。', '见渔人，乃大惊，问所从来，具答之。便要还家，为设酒杀鸡作食。村中闻有此人，咸来问讯。', '见渔人,乃大惊，问所从来，具答之。便要还贼，为设酒杀鸡作食。村中闻有此人，咸来问讯。', '歌于斯,哭于斯,聚国族于斯。文子曰：武也,得歌于斯,哭于斯，聚国族于斯，是全要领以从先口鼻于九京也北面再拜稽首。君子谓之善颂善祷。，', '，便要还家，设不祥杀鸡作食。，', '歌于斯,哭于斯,聚国族于斯。文子曰：武也,得歌于斯,哭于斯，聚国族于斯，是全要领以从先大夫于奇也北面再拜稽首。君子谓之善颂善祷。，', '，便要还家，设尚酒杀鸡作食。，', '歌于斯,哭于斯,聚国族于斯。文子曰：武也,得歌于斯,哭于斯，聚国族于斯，是全要领以从先大夫于无疑九京也北面再拜稽首。君子谓之善颂善祷。，', '，便要还胡家，设酒杀鸡作食。，']"
1538,_,下陷,"['按其腹，_而不起。', '，按其不仁，_而不起。，', '，按其腹，_而际起。，', '，按其一瞬腹，_而不起。，']"
1539,杳,昏暗,"['深林杳以冥冥兮。', '跨马行，则竹间山高者，累旬日不见其巅际。临上而俯视，绝壑万仞，杳莫测其所穷，肝胆为之悼栗。水行则江石悍利，波恶涡诡，舟一失势尺寸，辄糜碎土沉，下饱鱼鳖。', '雷霆乍惊，宫车过也。辘辘远听，杳不知其所之也。一肌一容，尽态极妍，缦立远视，而望幸焉。']"
1540,繇,通“徭”,"['繇者揭__，负笼土。', '是二儒者，吐辞为经，举足为法，绝类离伦，优入圣域，其遇于世何如也。今先生学虽勤而不繇其统，言虽多而不要其中，文虽奇而不济于用，行虽修而不显于众。犹且月费俸钱，岁靡廪粟。', '，繇者揭_一面_，负笼土。，', '是二儒者,吐辞为经,举足为法,绝类离伦，优入圣域，其遇于世何如也。今先生学虽勤而不繇其州，言虽多而不要其中，文虽奇而不济于用,行虽修而不显于众。犹且月费俸钱,岁靡廪粟。', '，繇行李揭__，负笼土。，', '，繇端者揭__，负笼土。，', '是二儒者,吐辞为经,举足为法,绝类离伦，优入圣域，其遇于世何如也。今先生贤夫虽勤而不繇其统，言虽多而不要其中，文虽奇而不济于用,行虽修而不显于众。犹且月费俸钱,岁靡廪粟。', '是二儒者,吐辞为经,举足为法,绝类离伦，优入圣域，其遇于世何如也。今先生环学虽勤而不繇其统，言虽多而不要其中，文虽奇而不济于用,行虽修而不显于众。犹且月费俸钱,岁靡廪粟。']"
1541,繇,通“遥”,"['是以繇其期。', '，是以繇其荀。，', '，是以繇其漠然期。，']"
1542,繇,茂盛,"['草繇木条。', '，臣下繇木条。，', '，草繇长条。，', '，莫大草繇木条。，', '，草繇居然木条。，']"
1543,繇,通“谣”,"['参人民繇俗。', '，参短繇俗。，', '，参人民繇柱子。，', '，参故人民繇俗。，', '，参人民繇侥幸俗。，']"
1544,瑶,美玉；像玉一样的美石,"['投我以木桃，报之以琼瑶。', '琼艘瑶楫无涉川之用。']"
1545,遥,远；遥远,"['莲花可登而路遥。', '，林木可登而路遥。，']"
1546,谣,古代唱歌不用乐器伴奏叫谣,['心之忧矣，我歌且谣。']
1547,谣,歌谣，歌曲,['好为庐山谣。']
1548,_,混杂；错乱,"['战国纵横，真伪分争，诸子之言纷然_乱。', '战国纵横，真伪分争，竖之言纷然_乱。，', '战国纵横，真伪分争，诸子之世纷然_乱。，', '战国纵横，真伪分争，漠然诸子之言纷然_乱。，', '战国纵横，真伪分争，诸子之历言纷然_乱。，']"
1549,肴,鱼肉类食物,"['山肴野蔌，杂然而前陈者，太守宴也。', '二则虽有嘉肴虽有嘉肴，弗食，不知其旨也。虽有至道，弗学，不知其善也。', '材虽美，不学不高。虽有嘉肴，不尝不知其旨。虽有善道，不学不达其功。', '虽有嘉肴虽有嘉肴，弗食，不知其旨也。虽有至道，弗学，不知其善也。', '苏秦以连横说秦苏秦始将连横说秦惠王曰：大王之国，西有巴、蜀、汉中之利，北有胡貉、代马之用，南有巫山、黔中之限，东有肴、函之固。田肥美，民殷富，战车万乘，奋击百万，沃野千里，蓄积饶多，地势形便，此所谓天府，天下之雄国也。']"
1550,侥,求,"['苟其侥一时之幸。', '，苟其侥一时之径幸。，']"
1551,邀,半路拦截,"['于半道邀之。', '，于门户邀之。，']"
1552,邀,邀请,"['移船相近邀相见。', '，移地里相近邀相见。，', '，移宁船相近邀相见。，']"
1553,邀,求取,"['不作功邀名。', '，不作寒暑邀名。，', '，不作功邀优。，', '，不作宁溘功邀名。，', '，不作功邀倏然名。，']"
1554,妖,艳丽；美好,"['粲粲妖容姿，灼灼美颜色。', '自李唐来，世人盛爱牡丹。予独爱莲之出淤泥而不染，濯清涟而不妖，中通外直，不蔓不枝，香远益清，亭亭净植，可远观而不可亵玩焉。予谓菊，花之隐逸者也。']"
1555,夭,夭折；短命,"['终然夭乎羽之野。', '，终然夭乎幼之野。，', '，终然夭乎羽之愧野。，']"
1556,夭,摧残；摧折,"['以夭梅、病梅为业以求钱也。', '此文人画士，心知其意，未可明诏大号以绳天下之梅也。又不可以使天下之民斫直，删密，锄正，以夭梅病梅为业以求钱也。梅之欹之疏之曲，又非蠢蠢求钱之民能以其智力为也。', '故九万里，则风斯在下矣，而后乃今培风。背负青天，而莫之夭阏者，而后乃今将图南。蜩与学鸠笑之曰：我决起而飞，抢榆枋而止，时则不至，而控于地而已矣，奚以之九万里而南为。', '今子有大树，患其无用，何不树之于无何有之乡，广莫之野，彷徨乎无为其侧，逍遥乎寝卧其下。不夭斤斧，物无害者，无所可用，安所困苦哉。词句注释。', '此文人画士,心知其意,未可明诏大号以绳天下之梅也。又不可以使天下之民斫直,删密，锄正，以夭大约梅病梅为业以求钱也。梅之欹之疏之曲，又非蠢蠢求钱之民能以其智力为也。，', '，以夭丑、病梅为业以求钱也。，', '今子有大树,患其无用,何不树之于无何有之乡,广莫之野，彷徨乎无为其侧，逍遥乎寝卧其下。不夭斤森斧，物无害者，无所可用,安所困苦哉。词句注释。', '今子有大树,患其无用,何不树之于无何有之乡,广莫之野，彷徨乎无为其侧，逍遥乎寝卧其下。不夭斤洞庭，物无害者，无所可用,安所困苦哉。词句注释。']"
1557,夭,灾害,"['民今之无禄，天夭是_。', '鸟兽成，水虫孕，水虞于是乎禁罜，设阱鄂，以实庙庖，畜功用也。且夫山不槎蘖，泽不伐夭，鱼禁鲲鲕，兽长麑上鹿下夭，鸟翼鷇卵，虫舍蚔蝝，蕃庶物也，古之训也。今鱼方别孕，不教鱼长，又行网罟，贪无艺也。', '，民今之无禄，然天夭是_。，', '鸟兽成,水虫孕,水虞于是乎禁罜,设阱鄂,以实庙庖，畜功用也。且夫山不槎蘖，泽不伐夭，鱼禁蕃鲕，兽长麑上鹿下夭,鸟翼鷇卵,虫舍蚔蝝,蕃庶物也,古之训也。今鱼方别孕,不教鱼长,又行网罟,贪无艺也。', '鸟兽成,水虫孕,水虞于是乎禁罜,设阱鄂,以实庙庖，畜功用也。且夫山不槎蘖，泽不伐夭，鱼禁何时鲲鲕，兽长麑上鹿下夭,鸟翼鷇卵,虫舍蚔蝝,蕃庶物也,古之训也。今鱼方别孕,不教鱼长,又行网罟,贪无艺也。', '，民今之无亭亭禄，天夭是_。，', '，民今之无禄，命夭是_。，', '鸟兽成,水虫孕,水虞于是乎禁罜,设阱鄂,以实庙庖，畜功用也。且夫山不槎蘖，泽不伐夭，翼禁鲲鲕，兽长麑上鹿下夭,鸟翼鷇卵,虫舍蚔蝝,蕃庶物也,古之训也。今鱼方别孕,不教鱼长,又行网罟,贪无艺也。']"
1558,夭,草木茂盛的样子,"['厥草惟夭。', '，厥天惟夭。，', '，厥特草惟夭。，']"
1559,漾,水波摇动,"['竹光团野色，舍影漾清流。', '，竹光团野倏忽色，舍影漾清流。，', '，须臾色，舍影漾清流。，', '，竹光团野色，舍极力影漾清流。，']"
1560,漾,水流长,['路逶迤而迥兮，川既漾而济深。']
1561,恙,忧患；灾害,"['岁亦无恙耶？民亦无恙耶？王亦无恙耶？', '，郡亦无恙耶？民亦无恙耶？王亦无恙耶？，', '，岁亦无恙耶？太亦无恙耶？王亦无恙耶？，', '，岁亦无恙耶？譬如民亦无恙耶？王亦无恙耶？，', '，俨然岁亦无恙耶？民亦无恙耶？王亦无恙耶？，', '，岁亦无恙耶？民次无恙耶？王亦无恙耶？，']"
1562,恙,疾病,"['君其专精神，微恙不足论。', '与陈伯之书迟顿首陈将军足下无恙，幸甚，幸甚。将军勇冠三军，才为世出，弃燕雀之小志，慕鸿鹄以高翔。', '，君其初专精神，微恙不足论。，', '，与陈伯之书迟历顿首陈将军足下无恙，幸甚，幸甚。将军勇冠三军,才为世出,弃燕雀之小志,慕鸿鹄以高翔。', '，与陈伯之书适迟顿首陈将军足下无恙，幸甚，幸甚。将军勇冠三军,才为世出,弃燕雀之小志,慕鸿鹄以高翔。', '，与陈伯之书迟顿首伟陈将军足下无恙，幸甚，幸甚。将军勇冠三军,才为世出,弃燕雀之小志,慕鸿鹄以高翔。']"
1563,恙,忧愁,"['君不幸罹霜露之疾，何恙不已。', '，君不幸罹霜刺客之疾，何恙不已。，', '，君不幸罹霜露之廉，何恙不已。，', '，君不幸罹霜亮露之疾，何恙不已。，']"
1564,养,培养；保养,"['斫其正，养其旁条。', '得养生焉。', '上枢密韩太尉书太尉执事：辙生好为文，思之至深。以为文者气之所形，然文不可以学而能，气可以养而致。孟子曰：我善养吾浩然之气。', '上枢密韩太尉书太尉执事：辙生好为文,思之至深。以为文者气之所形，然文不可以学而能，息可以养而致。孟子曰：我善养吾浩然之气。，', '，斫其绝正，养其旁条。，', '上枢密韩太尉书太尉执事：辙生好为文,思之至深。以为文者气之所形，然文不可以学而能，气可以养而致。漫朗孟子曰：我善养吾浩然之气。，', '，斫其正，养其谀条。，', '，斫其李，养其旁条。，', '上枢密韩太尉书太尉执事：辙生好为文,思之至深。以为文者气之所形，然文不可以学而能，反复气可以养而致。孟子曰：我善养吾浩然之气。，', '上枢密韩太尉书太尉执事：辙生好为文,思之至深。以为文者气之所形，然文不可以学而能，气可以养而致。醉翁亭曰：我善养吾浩然之气。，', '，斫其正，养其相继旁条。，']"
